Id Inscripció,Nom,Nom Lliga,Territorial de la competició,Entitat,Territorial del club,Estat,Codi Lliga,Data Pagament Albara,Data Introducció,Accés a les fases,Is Impresa?,Nivell,Pista joc,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions,Grups,Email
222153,"Escola Costa i Llobera (AE Can Caralleu) ""Groc""",BÀSQUET BENJAMÍ MIXT 2ª FASE CEEB,,Escola Costa i Llobera (AE Can Caralleu),Genèrica,Tramitada,,2025-12-04,2025-11-28,,1,Nivell C,Institut Costa i Llobera,1,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:15 h,,BÀSQUET BENJAMÍ MIXT GRUP 02 1a FASE CEEB,mtrabal@cancaralleu.cat
222152,"Escola Costa i Llobera (AE Can Caralleu) ""Groc""",BÀSQUET PREINFANTIL MIXT 2ª FASE CEEB,,Escola Costa i Llobera (AE Can Caralleu),Genèrica,Tramitada,,2025-12-04,2025-11-28,,1,Nivell D,CEM Can Caralleu,1,BÀSQUET,PREINFANTIL,MIXT,Divendres,19:15 h,,BÀSQUET PREINFANTIL MIXT GRUP 01 1a FASE CEEB,mtrabal@cancaralleu.cat
222151,"Escola Costa i Llobera (AE Can Caralleu) ""Groc""",VOLEIBOL BENJAMÍ MIXT 2ª FASE CEEB,,Escola Costa i Llobera (AE Can Caralleu),Genèrica,Tramitada,,2025-12-04,2025-11-28,,0,Nivell C,CEM Can Caralleu,3,VOLEIBOL,BENJAMÍ,MIXT,Dissabte,09:00 h,,VOLEIBOL BENJAMÍ MIXT GRUP 02 1a FASE CEEB,mtrabal@cancaralleu.cat
222150,"Escola Costa i Llobera (AE Can Caralleu) ""Groc""",VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,Escola Costa i Llobera (AE Can Caralleu),Genèrica,Tramitada,,2025-12-04,2025-11-28,,0,Nivell B,CEM Can Caralleu,3,VOLEIBOL,ALEVÍ,MIXT,Dissabte,10:00 h,,VOLEIBOL ALEVÍ MIXT GRUP 01 1a FASE CEEB,mtrabal@cancaralleu.cat
222149,"Escola Costa i Llobera (AE Can Caralleu) ""Negre""",VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,Escola Costa i Llobera (AE Can Caralleu),Genèrica,Tramitada,,2025-12-04,2025-11-28,,0,Nivell C,CEM Can Caralleu,3,VOLEIBOL,ALEVÍ,MIXT,Dissabte,11:15 h,,VOLEIBOL ALEVÍ MIXT GRUP 05 1a FASE CEEB,mtrabal@cancaralleu.cat
222148,"FEDAC Sant Andreu CEFIC ""A""",FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,FEDAC Sant Andreu CEFIC,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola FEDAC Sant Andreu Barcelona,3,FUTBOL 5,ALEVÍ,MIXT,Dissabte,11:30 h,,FUTBOL 5 ALEVÍ MIXT GRUP 14 1a FASE CEEB,coordinacio@fabraicoats.cat
222147,"FEDAC Sant Andreu CEFIC ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 2ª FASE CEEB,,FEDAC Sant Andreu CEFIC,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola FEDAC Sant Andreu Barcelona,3,FUTBOL 5,MENUTS,MIXT,Dissabte,10:30 h,,FUTBOL 5 MENUTS|MENUDES MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222146,"FEDAC Sant Andreu CEFIC ""A""",VOLEIBOL CADET FEMENÍ 2ª FASE CEEB,,FEDAC Sant Andreu CEFIC,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola FEDAC Sant Andreu Barcelona,3,VOLEIBOL,CADET,FEMENI,Divendres,20:15 h,,VOLEIBOL CADET FEMENÍ GRUP 04 1a FASE CEEB,coordinacio@fabraicoats.cat
222145,"FEDAC Sant Andreu CEFIC ""A""",VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,FEDAC Sant Andreu CEFIC,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola FEDAC Sant Andreu Barcelona,3,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:00 h,,VOLEIBOL ALEVÍ MIXT GRUP 08 1a FASE CEEB,coordinacio@fabraicoats.cat
222144,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL JUVENIL FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Recinte Fabra i Coats,3,VOLEIBOL,JUVENIL,FEMENI,Divendres,20:30 h,,VOLEIBOL JUVENIL FEMENÍ GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222143,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Recinte Fabra i Coats,3,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:20 h,,"AMISTÓS FUTBOL 5, AMISTOSOS VOLEIBOL, VOLEIBOL ALEVÍ MIXT GRUP 02 1a FASE CEEB",coordinacio@cefabraicoats.cat
222142,"Club Esportiu Fabra i Coats ""B""",VOLEIBOL CADET FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola Segre,4,VOLEIBOL,CADET,FEMENI,Dissabte,12:00 h,,VOLEIBOL CADET FEMENÍ GRUP 06 1a FASE CEEB,coordinacio@fabraicoats.cat
222141,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL INFANTIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola Segre,3,VOLEIBOL,INFANTIL,MIXT,Dissabte,10:30 h,,VOLEIBOL INFANTIL MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222140,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL PREINFANTIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola Segre,3,VOLEIBOL,PREINFANTIL,MIXT,Dissabte,09:00 h,,VOLEIBOL PREINFANTIL MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222139,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL BENJAMÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola Segre,3,VOLEIBOL,BENJAMÍ,MIXT,Dissabte,10:15 h,,VOLEIBOL BENJAMÍ MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222138,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 LLIGA JOVE MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,3,FUTBOL 5,SÈNIOR,MIXT,Dissabte,13:00 h,,FUTBOL 5 LLIGA JOVE MIXT GRUP 02 1a FASE CEEB,coordinacio@cefabraicoats.cat
222137,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 INFANTIL FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,3,FUTBOL 5,INFANTIL,FEMENÍ,Dissabte,12:00 h,,"AMISTOSOS VOLEIBOL, FUTBOL 5 INFANTIL FEMENÍ GRUP 01 1a FASE CEEB",coordinacio@fabraicoats.cat
222136,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,3,FUTBOL 5,ALEVÍ,MIXT,Dissabte,11:00 h,,FUTBOL 5 ALEVÍ MIXT GRUP 10 1a FASE CEEB,coordinacio@fabraicoats.cat
222135,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,3,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,10:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 09 1a FASE CEEB,coordinacio@fabraicoats.cat
222134,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,3,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,09:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222133,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL CADET MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola Segre,7,VOLEIBOL,CADET,MIXT,Divendres,20:30 h,,VOLEIBOL CADET MIXT GRUP 03 1a FASE CEEB,coordinacio@fabraicoats.cat
222132,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 LLIGA JOVE FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,3,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,21:00 h,,FUTBOL 5 LLIGA JOVE FEMENÍ GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222131,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 JÚNIOR MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,3,FUTBOL 5,JÚNIOR,MIXT,Dissabte,13:00 h,,FUTBOL 5 JUNIOR MIXT GRUP 01 1a FASE CEEB,coordinacio@fabraicoats.cat
222130,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 ALEVÍ FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,3,FUTBOL 5,ALEVÍ,FEMENÍ,Dissabte,12:00 h,,FUTBOL 5 ALEVÍ FEMENÍ GRUP 01 1a FASE CEEB,coordinacio@fabraicoats.cat
222129,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,3,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,11:00 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222128,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 INFANTIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,3,FUTBOL 5,INFANTIL,MIXT,Dissabte,10:00 h,,FUTBOL 5 INFANTIL MIXT GRUP 07 1a FASE CEEB,coordinacio@cefabraicoats.cat
222127,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell D,Escola Ignasi Iglesias,3,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,09:00 h,,"AMISTÓS FUTBOL 5, FUTBOL 5 BENJAMÍ MIXT GRUP 07 1a FASE CEEB",coordinacio@fabraicoats.cat
222126,"Club Esportiu Fabra i Coats ""C""",FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,3,FUTBOL 5,ALEVÍ,MIXT,Divendres,20:00 h,,FUTBOL 5 ALEVÍ MIXT GRUP 13 1a FASE CEEB,coordinacio@fabraicoats.cat
222125,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Esglèsia de Sant Pacià,3,FUTBOL 5,ALEVÍ,MIXT,Dissabte,10:30 h,,"AMISTOSOS VOLEIBOL, FUTBOL 5 ALEVÍ MIXT GRUP 05 1a FASE CEEB",coordinacio@fabraicoats.cat
222124,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Esglèsia de Sant Pacià,3,FUTBOL 5,MENUTS,MIXT,Dissabte,09:30 h,,FUTBOL 5 MENUTS|MENUDES MIXT GRUP 03 1a FASE CEEB,coordinacio@fabraicoats.cat
222123,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 PREALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Esglèsia de Sant Pacià,3,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:45 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 13 1a FASE CEEB,coordinacio@fabraicoats.cat
222122,"Club Esportiu Fabra i Coats ""C""",FUTBOL 5 MENUDETS|MENUDETES MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Esglèsia de Sant Pacià,3,FUTBOL 5,MENUDETS,MIXT,Divendres,18:45 h,,FUTBOL 5 MENUDETS|MENUDETES MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222120,"Club Esportiu Fabra i Coats MAQUI ""A""",VOLEIBOL PREINFANTIL FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola La Maquinista,7,VOLEIBOL,PREINFANTIL,FEMENI,Divendres,19:15 h,,VOLEIBOL PREINFANTIL FEMENÍ GRUP 03 1a FASE CEEB,coordinacio@fabraicoats.cat
222119,"Club Esportiu Fabra i Coats MAQUI ""A""",VOLEIBOL PREALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola La Maquinista,7,VOLEIBOL,PREALEVÍ,MIXT,Divendres,18:00 h,,VOLEIBOL PREALEVÍ MIXT GRUP 03 1a FASE CEEB,coordinacio@fabraicoats.cat
222118,"Club Esportiu Fabra i Coats ""B""",VOLEIBOL INFANTIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Recinte Fabra i Coats,7,VOLEIBOL,INFANTIL,MIXT,Divendres,20:30 h,,VOLEIBOL INFANTIL MIXT GRUP 04 1a FASE CEEB,coordinacio@fabraicoats.cat
222117,"Club Esportiu Fabra i Coats ""B""",VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Recinte Fabra i Coats,7,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:20 h,,"AMISTÓS FUTBOL 5, AMISTOSOS VOLEIBOL, VOLEIBOL ALEVÍ MIXT GRUP 01 1a FASE CEEB",coordinacio@fabraicoats.cat
222116,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL CADET FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola Segre,7,VOLEIBOL,CADET,FEMENI,Dissabte,12:00 h,,VOLEIBOL CADET FEMENÍ GRUP 09 1a FASE CEEB,coordinacio@fabraicoats.cat
222115,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL LLIGA JOVE MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola Segre,7,VOLEIBOL,SÈNIOR,MIXT,Dissabte,10:30 h,,VOLEIBOL LLIGA JOVE MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222114,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 PREINFANTIL FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,7,FUTBOL 5,PREINFANTIL,FEMENÍ,Dissabte,12:00 h,,FUTBOL 5 PREINFANTIL FEMENÍ GRUP 01 1a FASE CEEB,coordinacio@fabraicoats.cat
222113,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL PREALEVÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola Segre,7,VOLEIBOL,PREALEVÍ,MIXT,Dissabte,10:15 h,,VOLEIBOL PREALEVÍ MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222112,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 CADET MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,7,FUTBOL 5,CADET,MIXT,Dissabte,13:00 h,,FUTBOL 5 CADET MIXT GRUP 04 1a FASE CEEB,coordinacio@fabraicoats.cat
222111,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 PREINFANTIL FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,7,FUTBOL 5,PREINFANTIL,FEMENÍ,Dissabte,12:00 h,,"AMISTOSOS VOLEIBOL, FUTBOL 5 PREINFANTIL FEMENÍ GRUP 01 1a FASE CEEB",coordinacio@cefabraicoats.cat
222110,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 CADET MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,7,FUTBOL 5,CADET,MIXT,Dissabte,11:00 h,,FUTBOL 5 CADET MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222109,"AE Les Corts-UBAE ""A""",BÀSQUET BENJAMÍ FEMENÍ 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-11-28,,1,Nivell D,CEM Les Corts,Casa,BÀSQUET,BENJAMÍ,FEMENÍ,Dissabte,09:00 h,,BÀSQUET BENJAMÍ FEMENÍ GRUP 03 1a FASE CEEB,celia.ibars98@gmail.com
222108,"AE Les Corts-UBAE ""A""",BÀSQUET CADET MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-11-28,,1,Nivell D,CEM Les Corts,Fora,BÀSQUET,CADET,MIXT,Dissabte,11:30 h,,BÀSQUET CADET MIXT GRUP 02 1a FASE CEEB,magohe008@gmail.com
222107,"AE Les Corts-UBAE ""A""",BÀSQUET ALEVÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-11-28,,1,Nivell E,CEM Les Corts,Fora,BÀSQUET,ALEVÍ,MIXT,Dissabte,10:15 h,,BÀSQUET ALEVÍ MIXT GRUP 01 1a FASE CEEB,samuelpardellmoreno@gmail.com
222106,"AE Les Corts-UBAE ""B""",BÀSQUET BENJAMÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-11-28,,1,Nivell E,CEM Les Corts,Fora,BÀSQUET,BENJAMÍ,MIXT,Dissabte,09:00 h,,BÀSQUET BENJAMÍ MIXT GRUP 06 1a FASE CEEB,unai.sarria.arques@gmail.com
222105,"AE Les Corts-UBAE ""A""",BÀSQUET PREBENJAMÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-11-28,,1,Nivell E,CEM Les Corts,Fora,BÀSQUET,PREBENJAMÍ,MIXT,Dissabte,09:00 h,,BÀSQUET PREBENJAMÍ MIXT GRUP 03 1a FASE CEEB,nilapariciocar@gmil.com
222104,"AE Les Corts-UBAE ""B""",BÀSQUET CADET MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-11-28,,1,Nivell D,CEM Les Corts,Casa,BÀSQUET,CADET,MIXT,Dissabte,10:15 h,,BÀSQUET CADET MIXT GRUP 03 1a FASE CEEB,victorcampslo@gmail.com
222103,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 JÚNIOR MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,7,FUTBOL 5,JÚNIOR,MIXT,Dissabte,10:00 h,,FUTBOL 5 JUNIOR MIXT GRUP 01 1a FASE CEEB,coordinacio@fabraicoats.cat
222102,"AE Les Corts-UBAE ""A""",BÀSQUET ALEVÍ FEMENÍ 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-11-28,,1,Nivell E,CEM Les Corts,Casa,BÀSQUET,ALEVÍ,FEMENÍ,Dissabte,09:00 h,,BÀSQUET ALEVÍ FEMENÍ GRUP 02 1a FASE CEEB,martinasecov@gmail.com
222101,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 MENUTS|MENUDES MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,7,FUTBOL 5,MENUTS,MIXT,Dissabte,09:00 h,,"AMISTOSOS VOLEIBOL, FUTBOL 5 MENUTS|MENUDES MIXT GRUP 01 1a FASE CEEB",coordinacio@fabraicoats.cat
222100,"Escola Barcelona (AE Les Corts-UBAE) ""A""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,Escola Barcelona (AE Les Corts-UBAE),Genèrica,Tramitada,,2025-12-14,2025-11-28,,1,Nivell D,Escola Barcelona,4,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,saraestevezcolome@gmail.com
222099,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 LLIGA JOVE MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Segre,7,FUTBOL 5,SÈNIOR,MIXT,Divendres,21:00 h,,FUTBOL 5 LLIGA JOVE MIXT GRUP 01 1a FASE CEEB,coordinacio@fabraicoats.cat
222098,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 JUVENIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,7,FUTBOL 5,JUVENIL,MIXT,Dissabte,13:00 h,,FUTBOL 5 JUVENIL MIXT GRUP 04 1a FASE CEEB,coordinacio@fabraicoats.cat
222097,"Club Esportiu Fabra i Coats ""A""",VOLEIBOL PREINFANTIL FEMENÍ 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,0,Nivell C,Escola Segre,8,VOLEIBOL,PREINFANTIL,FEMENI,Dissabte,09:00 h,,VOLEIBOL PREINFANTIL FEMENÍ GRUP 04 1a FASE CEEB,coordinacio@fabraicoats.cat
222096,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,7,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,11:00 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 07 1a FASE CEEB,coordinacio@fabraicoats.cat
222095,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,7,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,10:00 h,,"AMISTÓS FUTBOL 5, FUTBOL 5 BENJAMÍ MIXT GRUP 11 1a FASE CEEB",coordinacio@fabraicoats.cat
222094,"Club Esportiu Fabra i Coats ""C""",FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,7,FUTBOL 5,PREINFANTIL,MIXT,Dissabte,09:00 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 03 1a FASE CEEB,coordinacio@fabraicoats.cat
222093,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 JUVENIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,7,FUTBOL 5,JUVENIL,MIXT,Divendres,20:20 h,,FUTBOL 5 JUVENIL MIXT GRUP 02 1a FASE CEEB,coordinacio@fabraicoats.cat
222092,"Club Esportiu Fabra i Coats ""D""",FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Escola Ignasi Iglesias,7,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:30 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 01 1a FASE CEEB,coordinacio@fabraicoats.cat
222090,"Club Esportiu Fabra i Coats ""B""",FUTBOL 5 MENUDETS|MENUDETES MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Esglèsia de Sant Pacià,7,FUTBOL 5,MENUDETS,MIXT,Dissabte,11:30 h,,"AMISTÓS FUTBOL 5, AMISTOSOS VOLEIBOL, FUTBOL 5 MENUDETS|MENUDETES MIXT GRUP 03 1a FASE CEEB",coordinacio@fabraicoats.cat
222089,"Club Esportiu Fabra i Coats ""A""",FUTBOL 5 MENUDETS|MENUDETES MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Esglèsia de Sant Pacià,7,FUTBOL 5,MENUDETS,MIXT,Dissabte,10:30 h,,FUTBOL 5 MENUDETS|MENUDETES MIXT GRUP 01 1a FASE CEEB,coordinacio@fabraicoats.cat
222088,"Club Esportiu Fabra i Coats ""C""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,Club Esportiu Fabra i Coats,Genèrica,Tramitada,,2025-11-28,2025-11-28,,1,Nivell C,Esglèsia de Sant Pacià,7,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,09:30 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 14 1a FASE CEEB,coordinacio@fabraicoats.cat
